id,novelId,ledgerKey,title,summary,scopeType,currentStatus,targetStartChapterOrder,targetEndChapterOrder,firstSeenChapterOrder,lastTouchedChapterOrder,lastTouchedChapterId,setupChapterId,payoffChapterId,lastSnapshotId,sourceRefsJson,evidenceJson,riskSignalsJson,statusReason,confidence,createdAt,updatedAt
cmr275pai04tpv16z25enc14p,cmr23pgks000fv16zpwg1ms38,chapter1_payoff_office_intimacy,办公室内几乎暴露的亲密瞬间,第1章开卷抓手：兑现办公室内几乎暴露的亲密瞬间，建立禁忌感与悬念。,chapter,paid_off,,,1,1,cmr24zoaz01rhv16zmcjv20hl,cmr24zoaz01rhv16zmcjv20hl,cmr24zob701rjv16zoa3pmbkg,cmr274qxw04skv16zz42ick5d,"[{""kind"":""chapter_payoff_ref"",""refLabel"":""第1章《隔间心跳》开卷抓手"",""chapterOrder"":1,""volumeSortOrder"":1,""chapterId"":""cmr24zoaz01rhv16zmcjv20hl""}]","[{""summary"":""第1章已兑现办公室内几乎暴露的亲密瞬间。"",""chapterOrder"":1,""chapterId"":""cmr24zoaz01rhv16zmcjv20hl""}]",[],已在第1章明确兑现。,1.0,2026-07-01T14:54:48.906+00:00,2026-07-01T14:54:48.880+00:00
cmr275pal04tqv16zzg8tr0yn,cmr23pgks000fv16zpwg1ms38,chapter2_payoff_tension_to_excitement,紧张转化为刺激兴奋,第2章半兑现开篇钩子‘我们不能这样’的紧张，转化为刺激兴奋。,chapter,paid_off,,,2,2,cmr24zob501riv16zlk7xxqvy,cmr24zob501riv16zlk7xxqvy,cmr24zob501riv16zlk7xxqvy,cmr274qxw04skv16zz42ick5d,"[{""kind"":""chapter_payoff_ref"",""refLabel"":""第2章《陌生演技》半兑现开篇钩子"",""chapterOrder"":2,""volumeSortOrder"":1,""chapterId"":""cmr24zob501riv16zlk7xxqvy""}]","[{""summary"":""第2章已将紧张转化为刺激兴奋。"",""chapterOrder"":2,""chapterId"":""cmr24zob501riv16zlk7xxqvy""}]",[],已在第2章明确兑现。,1.0,2026-07-01T14:54:48.909+00:00,2026-07-01T14:54:48.880+00:00
cmr275pan04trv16z6lx4juxw,cmr23pgks000fv16zpwg1ms38,chapter3_payoff_relationship_established,秘密关系正式确立,第3章兑现‘禁忌之始’的甜蜜刺激承诺，秘密关系正式确立。,chapter,paid_off,,,3,3,cmr24zob701rjv16zoa3pmbkg,cmr24zob701rjv16zoa3pmbkg,cmr24zob701rjv16zoa3pmbkg,cmr274qxw04skv16zz42ick5d,"[{""kind"":""chapter_payoff_ref"",""refLabel"":""第3章《天台夜话》秘密关系正式确立"",""chapterOrder"":3,""volumeSortOrder"":1,""chapterId"":""cmr24zob701rjv16zoa3pmbkg""}]","[{""summary"":""第3章已兑现秘密关系正式确立。"",""chapterOrder"":3,""chapterId"":""cmr24zob701rjv16zoa3pmbkg""}]",[],已在第3章明确兑现。,1.0,2026-07-01T14:54:48.911+00:00,2026-07-01T14:54:48.880+00:00
cmr275pap04tsv16zute1fj14,cmr23pgks000fv16zpwg1ms38,chapter5_payoff_coding_system,编码暗语系统建立,第5章建立编码暗语系统，包括咖啡、茶叶、打印等暗语。,chapter,paid_off,,,5,5,cmr24zobb01rlv16z1chjyonq,cmr24zobb01rlv16z1chjyonq,cmr24zobb01rlv16z1chjyonq,cmr274qxw04skv16zz42ick5d,"[{""kind"":""chapter_payoff_ref"",""refLabel"":""第5章《茶水间脱险》编码暗语系统"",""chapterOrder"":5,""volumeSortOrder"":1,""chapterId"":""cmr24zobb01rlv16z1chjyonq""}]","[{""summary"":""第5章已建立编码暗语系统。"",""chapterOrder"":5,""chapterId"":""cmr24zobb01rlv16z1chjyonq""}]",[],已在第5章明确兑现。,1.0,2026-07-01T14:54:48.913+00:00,2026-07-01T14:54:48.880+00:00
cmr275par04ttv16zmn2n0g39,cmr23pgks000fv16zpwg1ms38,chapter6_payoff_addiction_choice,禁忌游戏上瘾的第一次明确选择,第6章阿条从被动享受转为主动投喂，明确选择沉溺。,chapter,paid_off,,,6,6,cmr24zobd01rmv16z1nhh9ss5,cmr24zobd01rmv16z1nhh9ss5,cmr24zobd01rmv16z1nhh9ss5,cmr274qxw04skv16zz42ick5d,"[{""kind"":""chapter_payoff_ref"",""refLabel"":""第6章《选择沉溺》禁忌游戏上瘾的第一次明确选择"",""chapterOrder"":6,""volumeSortOrder"":1,""chapterId"":""cmr24zobd01rmv16z1nhh9ss5""}]","[{""summary"":""第6章阿条心态转变，从被动到主动，明确选择沉溺。"",""chapterOrder"":6,""chapterId"":""cmr24zobd01rmv16z1nhh9ss5""}]",[],已在第6章明确兑现。,1.0,2026-07-01T14:54:48.915+00:00,2026-07-01T14:54:48.880+00:00
cmr275pav04tuv16zdrai4dh6,cmr23pgks000fv16zpwg1ms38,chapter7_payoff_jealousy_test,第一次因第三方引发的嫉妒试探,本章阿条因小菲对阿力的主动而产生嫉妒，并通过绕开食堂、邀请李响等方式试探阿力反应，阿力以暗语“今天稳”回应，嫉妒试探完成，占有欲开始侵蚀信任。,chapter,paid_off,7,7,7,7,cmr24zobf01rnv16zemm40alv,cmr24zobf01rnv16zemm40alv,cmr24zobf01rnv16zemm40alv,cmr27cokx04w6v16z86qss28o,"[{""kind"":""chapter_payoff_ref"",""refId"":null,""refLabel"":""第7章《冷冷一瞥》"",""chapterId"":""cmr24zobf01rnv16zemm40alv"",""chapterOrder"":7,""volumeId"":null,""volumeSortOrder"":null}]","[{""summary"":""阿条刻意绕开食堂并邀请李响午餐；小菲主动示好阿力；阿条心生嫉妒，未回复阿力“今天稳”；决心团建冷处理。"",""chapterOrder"":7,""chapterId"":""cmr24zobf01rnv16zemm40alv""}]",[],本章正文完整兑现了嫉妒试探的承诺，嫉妒情绪通过具体情节展现。,0.95,2026-07-01T14:54:48.919+00:00,2026-07-01T15:00:14.678+00:00
cmr275pax04tvv16zgy9o5byg,cmr23pgks000fv16zpwg1ms38,chapter8_payoff_team_building_distance,团建距离策略与眼神暗语默契,阿条通过不同车、避组、间接协作完成距离策略，阿力以‘稳不稳’消息和攀岩回视确认默契，本章兑现该伏笔。,chapter,paid_off,8,8,7,8,cmr24zobh01rov16z0c34j46e,cmr24zobf01rnv16zemm40alv,cmr24zobh01rov16z0c34j46e,cmr27yo1p04ynv16zhjb497sh,"[{""kind"":""chapter_payoff_ref"",""refId"":null,""refLabel"":""第8章《团建夜隔席》"",""chapterId"":""cmr24zobh01rov16z0c34j46e"",""chapterOrder"":8,""volumeId"":null,""volumeSortOrder"":null}]","[{""summary"":""阿条选择与阿力不同大巴，分组刻意回避，阿力发‘稳不稳’，攀岩时回头对视。"",""chapterOrder"":8,""chapterId"":""cmr24zobh01rov16z0c34j46e""}]",[],本章完整执行了预定的距离策略与暗号默契表演。,0.95,2026-07-01T14:54:48.921+00:00,2026-07-01T15:17:20.511+00:00
cmr275pb004twv16z7zcidlew,cmr23pgks000fv16zpwg1ms38,chapter9_payoff_colleague_suspicion_growth,同事日渐增长的怀疑,李晴午休试探阿条，观察到阿力异常，并疑似私下与阿力聊天，同事怀疑从隐约转为较明确，本章兑现。,chapter,paid_off,9,9,9,9,cmr24zobj01rpv16zet3olxnq,cmr24zobh01rov16z0c34j46e,cmr24zobj01rpv16zet3olxnq,cmr284zx4051cv16zc77oi5jc,"[{""kind"":""chapter_payoff_ref"",""refId"":null,""refLabel"":""第9章《午休话锋转向她》"",""chapterId"":""cmr24zobj01rpv16zet3olxnq"",""chapterOrder"":9,""volumeId"":null,""volumeSortOrder"":null}]","[{""summary"":""李晴在食堂直接问阿条与阿力的关系，并留意阿力快速吃完离开；稍后工位上李晴与阿力微信聊天（推测），暗示她正在收集信息。"",""chapterOrder"":9,""chapterId"":""cmr24zobj01rpv16zet3olxnq""}]",[],同事怀疑在本章明确呈现，完成了从隐约到较明确的过渡。,0.9,2026-07-01T14:54:48.923+00:00,2026-07-01T15:22:15.778+00:00
cmr275pb204txv16zqwcb0v08,cmr23pgks000fv16zpwg1ms38,chapter10_payoff_alienation_begin,冷落突然降临与谎言发酵,阿力通过持续回避、拒绝邀约和切断暗语回应，促使阿条从困惑转为不安，猜疑萌芽，完成本章冷落降临与谎言发酵的推进。,chapter,paid_off,10,10,9,10,cmr24zobt01rqv16zbto61e2r,cmr24zobj01rpv16zet3olxnq,cmr24zobt01rqv16zbto61e2r,cmr28ct4i054lv16zo559rqej,"[{""kind"":""chapter_payoff_ref"",""refId"":null,""refLabel"":""第10章《冷落突然降临》"",""chapterId"":""cmr24zobt01rqv16zbto61e2r"",""chapterOrder"":10,""volumeId"":null,""volumeSortOrder"":null}]","[{""summary"":""阿力以加班为由拒绝晚上邀约。"",""chapterOrder"":10,""chapterId"":""cmr24zobt01rqv16zbto61e2r""}]",[],本章目标要求冷落实感累积并推动猜疑，已通过外部行为描写实现。,0.92,2026-07-01T14:54:48.926+00:00,2026-07-01T15:28:20.256+00:00
cmr275pb604tyv16zdlhoy2gr,cmr23pgks000fv16zpwg1ms38,foreshadow_coding_system_expansion,暗语系统扩展,暗语系统增加新词“你稳？”，扩展了暗语的应用情境。,book,hinted,,,1,1,cmr24zoaz01rhv16zmcjv20hl,cmr24zoaz01rhv16zmcjv20hl,,cmr261wze048bv16zho19qw9d,"[{""kind"":""chapter_payoff_ref"",""refId"":null,""refLabel"":""第1章《隔间心跳》"",""chapterId"":""cmr24zoaz01rhv16zmcjv20hl"",""chapterOrder"":1,""volumeId"":null,""volumeSortOrder"":null}]","[{""summary"":""阿力发送“你稳？”，阿条未回复。"",""chapterOrder"":1,""chapterId"":""cmr24zoaz01rhv16zmcjv20hl""}]","[{""code"":""sync_stale"",""severity"":""medium"",""summary"":""本轮 AI 对账没有再次命中这条伏笔，已保留旧账本并标记为 stale，等待下一次同步确认。"",""stale"":true}]",新暗语出现，暗语系统进一步融入日常沟通。,,2026-07-01T14:54:48.930+00:00,2026-07-06T02:31:52.524+00:00
cmr275pbb04tzv16zokqzj0p5,cmr23pgks000fv16zpwg1ms38,foreshadow_atiao_addiction_mindset,阿条沉溺心态,阿条在本章从享受游戏转为清醒负担，沉溺心态结束。,volume,paid_off,6,8,6,8,cmr24zobh01rov16z0c34j46e,cmr24zobd01rmv16z1nhh9ss5,cmr24zobh01rov16z0c34j46e,cmr27yo1p04ynv16zhjb497sh,"[{""kind"":""chapter_payoff_ref"",""refId"":null,""refLabel"":""第8章《团建夜隔席》"",""chapterId"":""cmr24zobh01rov16z0c34j46e"",""chapterOrder"":8,""volumeId"":null,""volumeSortOrder"":null}]","[{""summary"":""阿条感到伪装带来的巨大孤独，意识到未来漫长而疲惫。"",""chapterOrder"":8,""chapterId"":""cmr24zobh01rov16z0c34j46e""}]",[],本章阿条完成从刺激到负担的认知转折，预示的沉溺冒险倾向消退。,0.9,2026-07-01T14:54:48.935+00:00,2026-07-01T15:17:20.511+00:00
cmr275pbd04u0v16z34xoq6ku,cmr23pgks000fv16zpwg1ms38,foreshadow_exposure_foreboding,终将暴露的预感,通过团建通知，暴露预感变成即将面对的切实危机，阿条感到无路可退。,volume,pending_payoff,,,32,35,cmr24zod601sfv16zz52rk4y9,cmr24zod001scv16zh2hhfj2q,,cmr8kkw7m0d4cv16z5s67dhfm,"[{""kind"":""chapter_payoff_ref"",""refId"":null,""refLabel"":""第35章《团建通知抵达》"",""chapterId"":""cmr24zod601sfv16zz52rk4y9"",""chapterOrder"":35,""volumeId"":null,""volumeSortOrder"":null}]","[{""summary"":""阿条内心独白表明团建将摧毁现有回避策略，暴露预感达到顶点。"",""chapterOrder"":35,""chapterId"":""cmr24zod601sfv16zz52rk4y9""}]","[{""code"":""sync_stale"",""severity"":""medium"",""summary"":""本轮 AI 对账没有再次命中这条伏笔，已保留旧账本并标记为 stale，等待下一次同步确认。"",""stale"":true}]",预感被团建通知具体化，但仍未实际暴露，继续推进。,0.85,2026-07-01T14:54:48.937+00:00,2026-07-06T02:31:52.524+00:00
cmr275pbh04u1v16z7nhuhgwd,cmr23pgks000fv16zpwg1ms38,open_conflict_ali_goal_change,阿力目标转变未明确触发,阿力全面冷漠的行为作为触发事件，使其目标转变有了具体表现。,chapter,paid_off,6,15,6,15,cmr24zoc301rvv16zsof6hdh2,cmr24zobd01rmv16z1nhh9ss5,cmr24zoc301rvv16zsof6hdh2,cmr31u2u00ay9v16z0uqj1fsv,"[{""kind"":""chapter_payoff_ref"",""refId"":null,""refLabel"":""第15章《已读不回是答案》"",""chapterId"":""cmr24zoc301rvv16zsof6hdh2"",""chapterOrder"":15,""volumeId"":null,""volumeSortOrder"":null}]","[{""summary"":""同上，阿力用行为明确展示了新目标，转变触发已可识别。"",""chapterOrder"":15,""chapterId"":""cmr24zoc301rvv16zsof6hdh2""}]",[],先前未明确触发的目标转变通过本章行为获得体现，问题解决。,0.85,2026-07-01T14:54:48.941+00:00,2026-07-02T05:13:34.796+00:00
cmr275pbk04u2v16zlncgewb8,cmr23pgks000fv16zpwg1ms38,open_conflict_atiao_goal_change,阿条目标转变未明确触发,本章阿条从沉溺于游戏转向嫉妒试探和冷战决心，目标转变明确体现。,chapter,paid_off,7,7,7,7,cmr24zobf01rnv16zemm40alv,cmr24zobf01rnv16zemm40alv,cmr24zobf01rnv16zemm40alv,cmr27cokx04w6v16z86qss28o,"[{""kind"":""chapter_payoff_ref"",""refId"":null,""refLabel"":""第7章《冷冷一瞥》"",""chapterId"":""cmr24zobf01rnv16zemm40alv"",""chapterOrder"":7,""volumeId"":null,""volumeSortOrder"":null}]","[{""summary"":""阿条刻意绕开阿力、约李响、不回复消息，并决心团建冷处理。"",""chapterOrder"":7,""chapterId"":""cmr24zobf01rnv16zemm40alv""}]",[],阿条的新目标已通过行动和内心决定呈现。,0.9,2026-07-01T14:54:48.944+00:00,2026-07-01T15:00:14.678+00:00
cmr275pbm04u3v16z1vqxf6so,cmr23pgks000fv16zpwg1ms38,open_conflict_xiaofei_goal_change,小菲目标转变缺失,本章小菲从调查手链转向主动接近阿力，送水、关心进度、夸手链，目标转变完成。,chapter,paid_off,7,7,7,7,cmr24zobf01rnv16zemm40alv,cmr24zobf01rnv16zemm40alv,cmr24zobf01rnv16zemm40alv,cmr27cokx04w6v16z86qss28o,"[{""kind"":""chapter_payoff_ref"",""refId"":null,""refLabel"":""第7章《冷冷一瞥》"",""chapterId"":""cmr24zobf01rnv16zemm40alv"",""chapterOrder"":7,""volumeId"":null,""volumeSortOrder"":null}]","[{""summary"":""小菲帮阿力说话、主动提出帮忙核对数据、送矿泉水、称赞手链。"",""chapterOrder"":7,""chapterId"":""cmr24zobf01rnv16zemm40alv""}]",[],小菲的目标已从暗中观察转向公开示好。,0.9,2026-07-01T14:54:48.946+00:00,2026-07-01T15:00:14.678+00:00
cmr275pbo04u4v16zl99edbgh,cmr23pgks000fv16zpwg1ms38,open_conflict_chenmo_appearance,陈默出场缺失,本章陈默发消息约阿条聚聚，完成角色出场，问题解决。,chapter,paid_off,7,7,7,7,cmr24zobf01rnv16zemm40alv,cmr24zobf01rnv16zemm40alv,cmr24zobf01rnv16zemm40alv,cmr27cokx04w6v16z86qss28o,"[{""kind"":""chapter_payoff_ref"",""refId"":null,""refLabel"":""第7章《冷冷一瞥》"",""chapterId"":""cmr24zobf01rnv16zemm40alv"",""chapterOrder"":7,""volumeId"":null,""volumeSortOrder"":null}]","[{""summary"":""陈默发消息：“阿条，你这周有空吗？我想回杭州一趟，老同事聚聚？”阿条回复“看时间”。"",""chapterOrder"":7,""chapterId"":""cmr24zobf01rnv16zemm40alv""}]",[],陈默以消息形式出场，完成角色在本章的必须出现。,0.95,2026-07-01T14:54:48.948+00:00,2026-07-01T15:00:14.678+00:00
cmr275pbq04u5v16z3l44em5b,cmr23pgks000fv16zpwg1ms38,open_conflict_supervision_pressure,上下级监控压力缺失,同audit_issue_supervision_missing，已解决。,chapter,paid_off,7,7,7,7,cmr24zobf01rnv16zemm40alv,cmr24zobf01rnv16zemm40alv,cmr24zobf01rnv16zemm40alv,cmr27cokx04w6v16z86qss28o,"[{""kind"":""chapter_payoff_ref"",""refId"":null,""refLabel"":""第7章《冷冷一瞥》"",""chapterId"":""cmr24zobf01rnv16zemm40alv"",""chapterOrder"":7,""volumeId"":null,""volumeSortOrder"":null}]","[{""summary"":""王总批评阿力数据问题，体现监控压力。"",""chapterOrder"":7,""chapterId"":""cmr24zobf01rnv16zemm40alv""}]",[],监控压力已体现。,0.9,2026-07-01T14:54:48.950+00:00,2026-07-01T15:00:14.678+00:00
cmr275pby04u6v16zpo439bcf,cmr23pgks000fv16zpwg1ms38,audit_issue_xiaofei_goal_change,审校问题：小菲目标转变缺失,本章小菲以咖啡试探阿条，直接展现了她对阿条状态的关注，目标已从单纯的同事转为调查阿条对阿力态度的影响，该审校问题得到解决。,book,paid_off,6,6,6,16,cmr24zoc501rwv16zvt0vmmu0,cmr24zobd01rmv16z1nhh9ss5,cmr24zoc501rwv16zvt0vmmu0,cmr320isd0b1gv16zy3msz950,"[{""kind"":""chapter_payoff_ref"",""refId"":null,""refLabel"":""第16章《咖啡杯里的反问》"",""chapterId"":""cmr24zoc501rwv16zvt0vmmu0"",""chapterOrder"":16,""volumeId"":null,""volumeSortOrder"":null}]","[{""summary"":""小菲以加糖咖啡为借口接近阿条，并直接询问眼底青色，意不在关心而在确认。"",""chapterOrder"":16,""chapterId"":""cmr24zoc501rwv16zvt0vmmu0""}]",[],小菲的试探行为提供了明确证据，证明其目标已发生变化。,0.9,2026-07-01T14:54:48.958+00:00,2026-07-02T05:18:35.407+00:00
cmr275pc004u7v16zrxxh96na,cmr23pgks000fv16zpwg1ms38,audit_issue_ali_goal_change,审校问题：阿力目标转变缺失,阿力本章通过全面冷漠展现新目标，其 goal 从被动回避转变为主动封闭所有私人交流。,chapter,paid_off,6,15,6,15,cmr24zoc301rvv16zsof6hdh2,cmr24zobd01rmv16z1nhh9ss5,cmr24zoc301rvv16zsof6hdh2,cmr31u2u00ay9v16z0uqj1fsv,"[{""kind"":""chapter_payoff_ref"",""refId"":null,""refLabel"":""第15章《已读不回是答案》"",""chapterId"":""cmr24zoc301rvv16zsof6hdh2"",""chapterOrder"":15,""volumeId"":null,""volumeSortOrder"":null}]","[{""summary"":""阿力对阿条和小菲均冷漠无视，行为显示其目标已转变为彻底切断私人联系。"",""chapterOrder"":15,""chapterId"":""cmr24zoc301rvv16zsof6hdh2""}]",[],之前缺失的目标转变在本章得到实际体现，审校问题已解决。,0.85,2026-07-01T14:54:48.960+00:00,2026-07-02T05:13:34.796+00:00
cmr275pc304u8v16zfctxnq6w,cmr23pgks000fv16zpwg1ms38,audit_issue_colleague_suspicion_regressed,审校问题：同事怀疑升级消退未呈现,本章通过李晴的试探和观察，让同事怀疑从隐约转为较明确，呈现了怀疑升级，解决了该审校问题。,chapter,paid_off,9,9,9,9,cmr24zobj01rpv16zet3olxnq,cmr24zobd01rmv16z1nhh9ss5,cmr24zobj01rpv16zet3olxnq,cmr284zx4051cv16zc77oi5jc,"[{""kind"":""chapter_payoff_ref"",""refId"":null,""refLabel"":""第9章《午休话锋转向她》"",""chapterId"":""cmr24zobj01rpv16zet3olxnq"",""chapterOrder"":9,""volumeId"":null,""volumeSortOrder"":null}]","[{""summary"":""李晴直接问阿条，并私下联系阿力，怀疑浮上水面。"",""chapterOrder"":9,""chapterId"":""cmr24zobj01rpv16zet3olxnq""}]",[],审校问题解决，怀疑升级已呈现。,0.95,2026-07-01T14:54:48.963+00:00,2026-07-01T15:22:15.778+00:00
cmr275pc504u9v16z1tkntswc,cmr23pgks000fv16zpwg1ms38,audit_issue_plot_beat_missing,审校问题：表演陌生人场景缺失,本章阿条刻意绕开阿力、不回复消息、邀请李响等情节，完成了同事面前表演陌生人的推进。,chapter,paid_off,7,7,7,7,cmr24zobf01rnv16zemm40alv,cmr24zobf01rnv16zemm40alv,cmr24zobf01rnv16zemm40alv,cmr27cokx04w6v16z86qss28o,"[{""kind"":""chapter_payoff_ref"",""refId"":null,""refLabel"":""第7章《冷冷一瞥》"",""chapterId"":""cmr24zobf01rnv16zemm40alv"",""chapterOrder"":7,""volumeId"":null,""volumeSortOrder"":null}]","[{""summary"":""阿条绕开食堂、不回复阿力消息，两人在电梯中如陌生人般无交流。"",""chapterOrder"":7,""chapterId"":""cmr24zobf01rnv16zemm40alv""}]",[],表演陌生人场景已通过阿条的刻意行为呈现。,0.9,2026-07-01T14:54:48.965+00:00,2026-07-01T15:00:14.678+00:00
cmr275pc704uav16z3f3vsm39,cmr23pgks000fv16zpwg1ms38,audit_issue_supervision_missing,审校问题：上下级监控压力缺失,本章王总在会上因数据口径问题点名批评阿力，体现了上下级监控压力，问题已解决。,chapter,paid_off,7,7,7,7,cmr24zobf01rnv16zemm40alv,cmr24zobf01rnv16zemm40alv,cmr24zobf01rnv16zemm40alv,cmr27cokx04w6v16z86qss28o,"[{""kind"":""chapter_payoff_ref"",""refId"":null,""refLabel"":""第7章《冷冷一瞥》"",""chapterId"":""cmr24zobf01rnv16zemm40alv"",""chapterOrder"":7,""volumeId"":null,""volumeSortOrder"":null}]","[{""summary"":""王总因数据口径不一致批评阿力，要求其说明原因。"",""chapterOrder"":7,""chapterId"":""cmr24zobf01rnv16zemm40alv""}]",[],监控压力已通过上司批评情节体现。,0.9,2026-07-01T14:54:48.967+00:00,2026-07-01T15:00:14.678+00:00
cmr275pc904ubv16zjoygxe8w,cmr23pgks000fv16zpwg1ms38,audit_issue_plot_thin,审校问题：本章情节单薄,本章通过嫉妒试探、团建冷战决定、陈默再现等多条支线，次级事件丰富，问题已解决。,chapter,paid_off,7,7,7,7,cmr24zobf01rnv16zemm40alv,cmr24zobf01rnv16zemm40alv,cmr24zobf01rnv16zemm40alv,cmr27cokx04w6v16z86qss28o,"[{""kind"":""chapter_payoff_ref"",""refId"":null,""refLabel"":""第7章《冷冷一瞥》"",""chapterId"":""cmr24zobf01rnv16zemm40alv"",""chapterOrder"":7,""volumeId"":null,""volumeSortOrder"":null}]","[{""summary"":""本章包括王总批评、午饭邀约、小菲互动、陈默消息等多个次级事件。"",""chapterOrder"":7,""chapterId"":""cmr24zobf01rnv16zemm40alv""}]",[],情节密度提升，解决了情节单薄问题。,0.85,2026-07-01T14:54:48.969+00:00,2026-07-01T15:00:14.678+00:00
cmr27yo7z04zfv16zl4kfcldc,cmr23pgks000fv16zpwg1ms38,foreshadow_future_eye_contact_loss,预见眼神断裂,早期关于眼神断裂的预感在本章完全兑现，两人视若无物。,chapter,paid_off,10,40,10,26,cmr24zocp01s6v16z2iksh8ll,cmr24zobt01rqv16zbto61e2r,cmr24zocp01s6v16z2iksh8ll,cmr34l3df0br3v16z0yhypjym,"[{""kind"":""chapter_payoff_ref"",""refId"":null,""refLabel"":""第26章《争吵崩在周末前》"",""chapterId"":""cmr24zocp01s6v16z2iksh8ll"",""chapterOrder"":26,""volumeId"":null,""volumeSortOrder"":null}]","[{""summary"":""两人下班时已无任何目光或言语交互。"",""chapterOrder"":26,""chapterId"":""cmr24zocp01s6v16z2iksh8ll""}]",[],眼神断裂的预见在本章后完全成为现实。,0.9,2026-07-01T15:17:20.543+00:00,2026-07-02T06:30:34.456+00:00
cmr285cxo052jv16zehfb62r2,cmr23pgks000fv16zpwg1ms38,cold_treatment_setup,冷落突然降临的铺垫,本章通过具体行为完成冷落降临的铺垫，阿力拒绝互动，阿条感受到冷落。,volume,paid_off,9,10,9,10,cmr24zobt01rqv16zbto61e2r,cmr24zobj01rpv16zet3olxnq,cmr24zobt01rqv16zbto61e2r,cmr28ct4i054lv16zo559rqej,"[{""kind"":""chapter_payoff_ref"",""refId"":null,""refLabel"":""第10章《冷落突然降临》"",""chapterId"":""cmr24zobt01rqv16zbto61e2r"",""chapterOrder"":10,""volumeId"":null,""volumeSortOrder"":null}]","[{""summary"":""阿力拒绝阿条私下邀约和午餐，全程回避互动。"",""chapterOrder"":10,""chapterId"":""cmr24zobt01rqv16zbto61e2r""}]",[],铺垫成功，冷落正式降临。,0.9,2026-07-01T15:22:32.508+00:00,2026-07-01T15:28:20.256+00:00
